Giá bán,Thành phố,Phường/Xã,Diện tích (m2),Loại hình,Giấy tờ pháp lý,Hướng,Chiều ngang (m),Chiều dài (m),Số phòng ngủ,Số phòng vệ sinh,Số tầng,Tình trạng nội thất
"7,1 tỷ",Đà Nẵng,Phường Hòa Khánh Nam,150,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Nam,7.5,20,nhiều hơn 10,Nhiều hơn 6,3,Hoàn thiện cơ bản
"4,3 tỷ",Tp Hồ Chí Minh,Phường Phú Mỹ,37.5,"Nhà ngõ, hẻm",Đã có sổ,,3,12.5,3,2,2,Nội thất cao cấp
46 tỷ,Tp Hồ Chí Minh,Phường 3,155,Nhà biệt thự,Đã có sổ,Nam,10,16,4,5,5,
"1,95 tỷ",Tp Hồ Chí Minh,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),60,"Nhà mặt phố, mặt tiền",Sổ chung / công chứng vi bằng,,3,20,2,1,1,Hoàn thiện cơ bản
"4,13 tỷ",Tp Hồ Chí Minh,Phường Thạnh Lộc,56,"Nhà ngõ, hẻm",Đã có sổ,,4,14,3,3,2,Hoàn thiện cơ bản
"8,1 tỷ",Tp Hồ Chí Minh,Phường 1,55,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông,3.4,16,4,3,4,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,1 tỷ",Tp Hồ Chí Minh,Phường 10,37,"Nhà ngõ, hẻm",Đã có sổ,,4.8,8,2,2,2,
879 triệu,Bình Dương,Phường Thới Hòa,150,"Nhà mặt phố, mặt tiền",Đã có sổ,,5,30,7,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"2,15 tỷ",Hà Nội,Phường Định Công,32,"Nhà ngõ, hẻm",Đang chờ sổ,,3.5,9.15,2,3,,Nội thất đầy đủ
,,,,,,,,,,,,
"1,4 tỷ",Tp Hồ Chí Minh,Phường 13,10,"Nhà ngõ, hẻm",Đã có sổ,,3,3.2,2,2,,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"5,8 tỷ",Tp Hồ Chí Minh,Phường 7,21,"Nhà ngõ, hẻm",Đã có sổ,,3.8,5,3,4,4,
,,,,,,,,,,,,
13 tỷ,Tp Hồ Chí Minh,Phường Tân Kiểng,72,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,18,4,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"3,85 tỷ",Tp Hồ Chí Minh,Phường Tân Sơn Nhì,28,"Nhà ngõ, hẻm",Đã có sổ,Bắc,4,7,2,2,1,Hoàn thiện cơ bản
"9,2 tỷ",Tp Hồ Chí Minh,Phường 7,55,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,,
13 tỷ,Tp Hồ Chí Minh,Phường Đa Kao,30,"Nhà ngõ, hẻm",Đã có sổ,,,,3,3,,
"6,2 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hòa,80,"Nhà ngõ, hẻm",Đã có sổ,,4,20,3,3,2,Nội thất cao cấp
"12,5 tỷ",Tp Hồ Chí Minh,Phường 11,54.2,Nhà phố liền kề,Đã có sổ,,4,14,4,4,4,Hoàn thiện cơ bản
"4,5 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hòa,65,"Nhà ngõ, hẻm",Đã có sổ,,7.7,9,1,,,
"4,49 tỷ",Tp Hồ Chí Minh,Phường 16,30,"Nhà ngõ, hẻm",Đã có sổ,,3.5,9,2,2,2,Nội thất cao cấp
7 tỷ,Tp Hồ Chí Minh,Phường 11,62,"Nhà ngõ, hẻm",Đã có sổ,,4.2,15,3,,,
"12,5 tỷ",Bến Tre,Phường Phú Tân,1014,"Nhà ngõ, hẻm",Đã có sổ,,,,4,,,
"1,9 tỷ",Long An,Xã Mỹ Hạnh Nam,100,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,,
8 tỷ,Tp Hồ Chí Minh,Phường An Lạc,90,"Nhà ngõ, hẻm",Đã có sổ,,9,10,4,4,3,
"2,45 tỷ",Tp Hồ Chí Minh,Phường 16,18.6,"Nhà ngõ, hẻm",Đã có sổ,,7,3.2,1,1,2,Hoàn thiện cơ bản
"5,89 tỷ",Tp Hồ Chí Minh,Phường Bình Chiểu (Quận Thủ Đức cũ),72,"Nhà ngõ, hẻm",Đã có sổ,,4.2,17,4,3,3,Nội thất đầy đủ
"6,2 tỷ",Tp Hồ Chí Minh,Phường 12,64,"Nhà ngõ, hẻm",Đã có sổ,,4,12,4,3,3,
,,,,,,,,,,,,
"5,39 tỷ",Tp Hồ Chí Minh,Phường 11,58,"Nhà ngõ, hẻm",Đã có sổ,,,,3,2,,Nội thất đầy đủ
"6,8 tỷ",Tp Hồ Chí Minh,Thị trấn Cần Thạnh,97,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Nam,6,16.5,2,1,1,Hoàn thiện cơ bản
"4,9 tỷ",Tp Hồ Chí Minh,Phường 6,30,"Nhà ngõ, hẻm",Đã có sổ,,3.5,9,3,2,3,
"2,55 tỷ",Tp Hồ Chí Minh,Phường 6,16,"Nhà ngõ, hẻm",Đã có sổ,Nam,4.4,4,2,2,2,Nội thất đầy đủ
,,,,,,,,,,,,
2 tỷ,Bình Dương,Phường Hưng Định,86,"Nhà ngõ, hẻm",Đã có sổ,,,,2,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
10 tỷ,Tp Hồ Chí Minh,Phường 13,54,"Nhà ngõ, hẻm",Đã có sổ,Bắc,5,11,5,5,4,Nội thất cao cấp
"4,5 tỷ",Tp Hồ Chí Minh,Phường 16,63,"Nhà ngõ, hẻm",Đã có sổ,,7,9,3,2,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"1,9 tỷ",Long An,Xã Long Trạch,110,"Nhà ngõ, hẻm",Đã có sổ,Tây Nam,5,22,3,2,1,Hoàn thiện cơ bản
"3,35 tỷ",Tp Hồ Chí Minh,Phường Bình Trị Đông,52,"Nhà ngõ, hẻm",Đã có sổ,,5.7,,2,,2,
"7,9 tỷ",Tp Hồ Chí Minh,Phường Tân Hưng,70,"Nhà ngõ, hẻm",Đã có sổ,,5,14,4,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"7,45 tỷ",Tp Hồ Chí Minh,Phường 14,71,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,5.3,16,4,4,3,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"9,9 tỷ",Tp Hồ Chí Minh,Phường 4,41,"Nhà mặt phố, mặt tiền",Đã có sổ,,4.1,10,6,6,5,
"6,1 tỷ",Bình Dương,Phường Thuận Giao,70,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông,5,14,5,5,3,Nội thất cao cấp
"5,69 tỷ",Tp Hồ Chí Minh,Phường Tân Chánh Hiệp,53.5,"Nhà ngõ, hẻm",Đã có sổ,Tây Bắc,4.2,15,4,3,3,
"11,5 tỷ",Tp Hồ Chí Minh,Phường An Lạc,145.5,"Nhà mặt phố, mặt tiền",Đã có sổ,Bắc,5,29,nhiều hơn 10,Nhiều hơn 6,2,Hoàn thiện cơ bản
,,,,,,,,,,,,
6 tỷ,Tp Hồ Chí Minh,Phường 1,60,"Nhà mặt phố, mặt tiền",Đã có sổ,,4.6,,7,,,
900 triệu,Tp Hồ Chí Minh,Xã Tân Xuân,70,"Nhà ngõ, hẻm",Đã có sổ,,5,,2,1,1,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"2,7 tỷ",Bình Dương,Phường Thuận Giao,57,"Nhà mặt phố, mặt tiền",Đã có sổ,Nam,5,9.4,1,1,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"13,2 tỷ",Hà Nội,Phường Long Biên,40,"Nhà ngõ, hẻm",Đã có sổ,,,,3,4,6,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
"8,75 tỷ",Tp Hồ Chí Minh,Phường 12,50,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,15,4,,3,Nội thất đầy đủ
"7,3 tỷ",Tp Hồ Chí Minh,Phường Linh Trung (Quận Thủ Đức cũ),100,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,4,,,
"7,9 tỷ",Tp Hồ Chí Minh,Phường 5,64,"Nhà ngõ, hẻm",Đã có sổ,,4,15,5,6,4,
"4,8 tỷ",Tp Hồ Chí Minh,Phường Thạnh Xuân,76,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,4.5,17,4,3,3,
"9,1 tỷ",Tp Hồ Chí Minh,Phường 10,60,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,15,4,,,
"5,15 tỷ",Tp Hồ Chí Minh,Phường 2,19,"Nhà ngõ, hẻm",Đã có sổ,,3.2,6,2,3,3,Nội thất đầy đủ
"5,95 tỷ",Tp Hồ Chí Minh,Phường Hiệp Thành,63,"Nhà ngõ, hẻm",Đã có sổ,,4,15,5,4,3,
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,2 tỷ",Tp Hồ Chí Minh,Xã Tân Xuân,70,"Nhà ngõ, hẻm",Đã có sổ,,5,14,3,2,,
"6,8 tỷ",Đà Nẵng,Phường Hòa Xuân,105,"Nhà mặt phố, mặt tiền",Đang chờ sổ,,5,21,5,6,5,
"6,5 tỷ",Hà Nội,Phường Hoàng Liệt,33,"Nhà ngõ, hẻm",Đã có sổ,,3.5,,4,5,5,Nội thất đầy đủ
"5,3 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hoà B,76,"Nhà ngõ, hẻm",Đã có sổ,,4,19,4,4,3,Nội thất đầy đủ
,,,,,,,,,,,,
"6,2 tỷ",Bình Dương,Phường Phú Mỹ,270,Nhà biệt thự,Đã có sổ,,10,27,4,3,,Nội thất đầy đủ
,,,,,,,,,,,,
"1,65 tỷ",Long An,Xã Tân Kim,31,"Nhà ngõ, hẻm",Đã có sổ,Bắc,3.5,9,2,2,2,
,,,,,,,,,,,,
"7,3 tỷ",Tp Hồ Chí Minh,Phường 15,62,Nhà phố liền kề,Đã có sổ,,4.1,15,2,2,2,
,,,,,,,,,,,,
"2,55 tỷ",Long An,Xã Mỹ Hạnh Bắc,60,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,15,3,3,2,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,6 tỷ",Tp Hồ Chí Minh,Phường 11,56,"Nhà ngõ, hẻm",Đã có sổ,,4,14,3,3,3,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,2 tỷ",Tp Hồ Chí Minh,Phường 14,20,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,2,,,
760 triệu,Tp Hồ Chí Minh,Phường Tam Bình (Quận Thủ Đức cũ),20,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Đông,4,5,1,1,1,
"9,78 tỷ",Tp Hồ Chí Minh,Phường 7,76,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,19,5,5,4,Hoàn thiện cơ bản
"3,85 tỷ",Đà Nẵng,Phường Thanh Khê Đông,50.1,"Nhà ngõ, hẻm",Đã có sổ,,,,2,,,
12 tỷ,Tp Hồ Chí Minh,Phường 10,76,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,19,4,,,
"3,95 tỷ",Tp Hồ Chí Minh,Xã Xuân Thới Thượng,64,"Nhà ngõ, hẻm",Đã có sổ,Bắc,4,16,3,2,1,Nội thất cao cấp
"5,6 tỷ",Tp Hồ Chí Minh,Phường Bình Hưng Hòa,96,"Nhà mặt phố, mặt tiền",Đã có sổ,,5,19,4,4,3,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
"6,3 tỷ",Tp Hồ Chí Minh,Phường Đông Hưng Thuận,117,"Nhà ngõ, hẻm",Đã có sổ,,4.5,25,4,3,3,
"16,6 tỷ",Tp Hồ Chí Minh,Phường 12,77,"Nhà ngõ, hẻm",Đã có sổ,Nam,5,16,nhiều hơn 10,Nhiều hơn 6,5,Nội thất cao cấp
5 tỷ,Tp Hồ Chí Minh,Phường Bình Trị Đông,50,"Nhà ngõ, hẻm",Đã có sổ,,4,12.5,4,3,3,Nội thất đầy đủ
"4,15 tỷ",Bình Dương,Phường Tân Đông Hiệp,90,"Nhà ngõ, hẻm",Đã có sổ,Tây Nam,4,22.5,3,2,2,Nội thất đầy đủ
"3,5 tỷ",Bình Dương,Phường Tân An,401,"Nhà mặt phố, mặt tiền",Đã có sổ,,6,67,2,,,
"1,75 tỷ",Long An,Xã Long Trạch,100,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Nam,5,20,3,2,,
,,,,,,,,,,,,
19 tỷ,Tp Hồ Chí Minh,Phường 8,74,"Nhà ngõ, hẻm",Đã có sổ,,6,13,6,6,5,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
18 tỷ,Tp Hồ Chí Minh,Phường Tân Thuận Tây,84,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,4,,,
"12,6 tỷ",Hà Nội,Phường Thanh Lương,50,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,5,
,,,,,,,,,,,,
,,,,,,,,,,,,
"1,3 tỷ",Tp Hồ Chí Minh,Phường Đông Hưng Thuận,24,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Đông Bắc,3,8,2,1,2,Bàn giao thô
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"11,2 tỷ",Hà Nội,Phường Thạch Bàn,45,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,3,,,
"15,5 tỷ",Tp Hồ Chí Minh,Phường 12,68,"Nhà mặt phố, mặt tiền",Đã có sổ,,4.3,16,4,4,,
"1,199 tỷ",Bình Dương,Phường Mỹ Phước,300,"Nhà mặt phố, mặt tiền",Đã có sổ,,10,30,8,Nhiều hơn 6,,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
"7,7 tỷ",Tp Hồ Chí Minh,Phường 17,71,"Nhà ngõ, hẻm",Đã có sổ,,,,3,3,2,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,58 tỷ",Tp Hồ Chí Minh,Phường 16,21,"Nhà ngõ, hẻm",Đã có sổ,,3.5,6,2,2,3,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"7,4 tỷ",Tp Hồ Chí Minh,Phường 7,78,"Nhà ngõ, hẻm",Đã có sổ,,5.2,15,3,2,2,Nội thất đầy đủ
800 triệu,Bình Dương,Phường Bình Chuẩn,72,Nhà phố liền kề,Đã có sổ,,4,18,6,5,2,Nội thất đầy đủ
,,,,,,,,,,,,
"6,7 tỷ",Tp Hồ Chí Minh,Phường Phú Trung,60,"Nhà ngõ, hẻm",Đã có sổ,,4,15,3,3,2,Nội thất đầy đủ
,,,,,,,,,,,,
"3,65 tỷ",Tp Hồ Chí Minh,Xã Phú Xuân,53,"Nhà ngõ, hẻm",Đã có sổ,Đông,3.7,14,2,2,1,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
"5,4 tỷ",Tp Hồ Chí Minh,Phường 15,33.3,"Nhà ngõ, hẻm",Đã có sổ,Tây Nam,3.7,9,4,3,3,Hoàn thiện cơ bản
"4,35 tỷ",Tp Hồ Chí Minh,Phường Tân Hưng,38,"Nhà ngõ, hẻm",Đã có sổ,Bắc,4.2,9.5,2,2,2,Nội thất cao cấp
,,,,,,,,,,,,
"7,6 tỷ",Tp Hồ Chí Minh,Phường 7,64,"Nhà ngõ, hẻm",Đã có sổ,,,,3,2,,
"4,25 tỷ",Bình Dương,Phường Bình Nhâm,175,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,5,35,2,2,,
"14,7 tỷ",Tp Hồ Chí Minh,Xã Tân Nhựt,173.3,"Nhà mặt phố, mặt tiền",Đã có sổ,Bắc,4.4,39.4,3,2,1,Bàn giao thô
,,,,,,,,,,,,
"7,95 tỷ",Hà Nội,Phường Vĩnh Phúc,32,"Nhà ngõ, hẻm",Đã có sổ,,,,3,4,5,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"5,379 tỷ",Tp Hồ Chí Minh,Phường 5,33,"Nhà ngõ, hẻm",Đã có sổ,Tây Bắc,3,11,3,3,4,
"7,5 tỷ",Tp Hồ Chí Minh,Phường 7,75,"Nhà ngõ, hẻm",Đã có sổ,,5,15,3,,,
"6,55 tỷ",Tp Hồ Chí Minh,Phường Phú Thọ Hòa,40,"Nhà ngõ, hẻm",Đã có sổ,,4,10,3,2,3,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
"6,25 tỷ",Tp Hồ Chí Minh,Phường 14,40,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Bắc,3,14,4,,,
"15,3 tỷ",Tp Hồ Chí Minh,Phường 6,51.8,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Nam,4,12.8,3,4,2,Nội thất cao cấp
8 tỷ,Bà Rịa - Vũng Tàu,Phường 7,203.8,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,5,35,6,Nhiều hơn 6,,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"6,5 tỷ",Tp Hồ Chí Minh,Phường 3,53,"Nhà ngõ, hẻm",Đã có sổ,,6,,2,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
24 tỷ,Bà Rịa - Vũng Tàu,Phường 7,133,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Nam,5.5,23,5,5,3,Hoàn thiện cơ bản
"4,39 tỷ",Tp Hồ Chí Minh,Thị trấn Hóc Môn,121,Nhà biệt thự,Đã có sổ,,7.6,16,3,2,1,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"7,7 tỷ",Hưng Yên,Thị trấn Văn Giang,40,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"36,8 tỷ",Tp Hồ Chí Minh,Phường 16,332,"Nhà ngõ, hẻm",Đã có sổ,,8,30,6,3,3,Nội thất đầy đủ
,,,,,,,,,,,,
29 tỷ,Tp Hồ Chí Minh,Phường Cầu Kho,74.4,"Nhà mặt phố, mặt tiền",Đã có sổ,,3.8,20,3,3,3,
,,,,,,,,,,,,
"14,8 tỷ",Tp Hồ Chí Minh,Phường Linh Chiểu (Quận Thủ Đức cũ),104,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,4,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"2,95 tỷ",Đà Nẵng,Phường Thuận Phước,34,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,,,2,1,2,Hoàn thiện cơ bản
850 triệu,Bến Tre,Xã Phước Long,75,Nhà phố liền kề,Đang chờ sổ,Tây,5.5,14,1,1,1,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"8,6 tỷ",Tp Hồ Chí Minh,Phường Đông Hưng Thuận,155,"Nhà mặt phố, mặt tiền",Đã có sổ,,4.7,33,2,2,,
"15,89 tỷ",Tp Hồ Chí Minh,Phường Tân Chánh Hiệp,160,"Nhà mặt phố, mặt tiền",Đã có sổ,,8,20,5,5,,
"6,8 tỷ",Tp Hồ Chí Minh,Phường 2,70,"Nhà ngõ, hẻm",Đã có sổ,,4,,4,,5,
,,,,,,,,,,,,
,,,,,,,,,,,,
735 triệu,Tp Hồ Chí Minh,Xã Trung Chánh,50,"Nhà ngõ, hẻm",Đã có sổ,,4,,2,1,1,Nội thất đầy đủ
,,,,,,,,,,,,
88 tỷ,Hà Nội,Phường Nhật Tân,303,"Nhà mặt phố, mặt tiền",Đã có sổ,,12,,4,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"18,5 tỷ",Tp Hồ Chí Minh,Phường Tân Phú (Quận 9 cũ),262,"Nhà ngõ, hẻm",Đã có sổ,,7,,nhiều hơn 10,Nhiều hơn 6,4,
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,55 tỷ",Tp Hồ Chí Minh,Xã Trung Chánh,149,"Nhà ngõ, hẻm",Đã có sổ,,4.2,35,2,2,1,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"8,6 tỷ",Hà Nội,Phường La Khê,32,"Nhà ngõ, hẻm",Đã có sổ,,5,6,6,3,,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,89 tỷ",Tp Hồ Chí Minh,Phường Tân Thới Nhất,70,"Nhà ngõ, hẻm",Đã có sổ,,,,3,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"8,68 tỷ",Tp Hồ Chí Minh,Phường 9,34,"Nhà ngõ, hẻm",Đã có sổ,,3.5,10,6,5,5,Nội thất cao cấp
,,,,,,,,,,,,
17 tỷ,Tp Hồ Chí Minh,Phường 12,68,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Nam,3.5,20,4,4,3,
"15,7 tỷ",Hà Nội,Xã Ngọc Hồi,46,"Nhà ngõ, hẻm",Đã có sổ,,,,5,3,66,
,,,,,,,,,,,,
"14,2 tỷ",Tp Hồ Chí Minh,Phường Tân Kiểng,85,"Nhà mặt phố, mặt tiền",Đã có sổ,,5,17,4,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
7 tỷ,Tp Hồ Chí Minh,Phường 1,30,"Nhà mặt phố, mặt tiền",Đã có sổ,,4.5,7,2,,,
"6,3 tỷ",Tp Hồ Chí Minh,Phường 10,63,"Nhà ngõ, hẻm",Đã có sổ,,5.2,12.5,2,2,2,Nội thất đầy đủ
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"7,35 tỷ",Tp Hồ Chí Minh,Thị trấn Nhà Bè,50.5,"Nhà ngõ, hẻm",Đã có sổ,Đông Bắc,,,4,5,3,Nội thất cao cấp
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"1,06 tỷ",Tp Hồ Chí Minh,Phường Long Phước (Quận 9 cũ),60,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Nam,3.1,18,1,1,2,Nội thất đầy đủ
,,,,,,,,,,,,
"9,9 tỷ",Tp Hồ Chí Minh,Phường 11,60,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,6,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"5,049 tỷ",Tp Hồ Chí Minh,Phường Bình Thuận,28,"Nhà ngõ, hẻm",Đã có sổ,,,,2,3,3,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"4,68 tỷ",Tp Hồ Chí Minh,Phường 5,52,"Nhà ngõ, hẻm",Đã có sổ,,4,13,3,3,3,Nội thất đầy đủ
"7,7 tỷ",Tp Hồ Chí Minh,Phường 11,48,"Nhà ngõ, hẻm",Đã có sổ,,4,12,6,5,5,Nội thất đầy đủ
"5,98 tỷ",Tp Hồ Chí Minh,Phường 11,39,"Nhà ngõ, hẻm",Đã có sổ,Nam,3,13,4,4,,
"14,5 tỷ",Hà Nội,Phường Khương Trung,46.7,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Nam,4,11.7,6,4,4,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"6,4 tỷ",Tp Hồ Chí Minh,Phường 11,53,"Nhà ngõ, hẻm",Đã có sổ,,4,13,4,4,4,Nội thất đầy đủ
"6,97 tỷ",Tp Hồ Chí Minh,Xã Bà Điểm,85,Nhà phố liền kề,Đã có sổ,Đông Nam,5,17,4,5,3,Nội thất cao cấp
,,,,,,,,,,,,
900 triệu,Long An,Xã Mỹ Hạnh Nam,48,"Nhà ngõ, hẻm",Đã có sổ,,4,12,3,2,,
"9,75 tỷ",Hà Nội,Phường Bạch Mai,35,"Nhà ngõ, hẻm",Đã có sổ,Nam,,,4,5,4,Nội thất cao cấp
,,,,,,,,,,,,
"7,8 tỷ",Tp Hồ Chí Minh,Phường 8,60,"Nhà ngõ, hẻm",Đã có sổ,,,,4,,,
,,,,,,,,,,,,
"7,9 tỷ",Tp Hồ Chí Minh,Phường 10,61,"Nhà mặt phố, mặt tiền",Đã có sổ,Nam,4.4,12.6,5,3,3,Hoàn thiện cơ bản
,,,,,,,,,,,,
,,,,,,,,,,,,
"12,2 tỷ",Tp Hồ Chí Minh,Phường 4,116,"Nhà ngõ, hẻm",Đã có sổ,,6.3,19,1,1,1,
"6,8 tỷ",Tp Hồ Chí Minh,Xã Xuân Thới Đông,116,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,1,,1,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
